배정번호,건조로 온도 1 Zone_min,건조로 온도 1 Zone_max,건조로 온도 2 Zone_min,건조로 온도 2 Zone_max,세정기_min,세정기_max,소입로 CP 값_min,소입로 CP 값_max,소입로 온도 1 Zone_min,소입로 온도 1 Zone_max,소입로 온도 2 Zone_min,소입로 온도 2 Zone_max,소입로 온도 3 Zone_min,소입로 온도 3 Zone_max,소입로 온도 4 Zone_min,소입로 온도 4 Zone_max,솔트 컨베이어 온도 1 Zone_min,솔트 컨베이어 온도 1 Zone_max,솔트 컨베이어 온도 2 Zone_min,솔트 컨베이어 온도 2 Zone_max,솔트조 온도 1 Zone_min,솔트조 온도 1 Zone_max,솔트조 온도 2 Zone_min,솔트조 온도 2 Zone_max,양품수량,불량수량,총수량,불량률,불량단계,불량숫자단계,공정상태
140314,97.6423,102.122,98.08,101.457,66.6017,69.1816,0.386209,0.479443,844.007,876.446,857.048,862.535,858.775,861.288,858.409,861.673,269.625,296.972,268.235,290.236,331.628,332.547,331.67,332.522,90517,4,90521,0.004,안정,1,0
140548,97.9138,101.875,97.8973,101.241,67.4417,70.5235,0.428747,0.479039,844.52,874.815,857.107,862.619,858.614,861.506,858.552,861.243,270.003,297.879,269.391,290.621,331.626,332.536,331.728,332.812,90374,81,90455,0.09,위험,0,0
140920,97.8738,102.084,98.0603,101.448,67.2447,69.745,0.423732,0.482995,844.424,875.75,856.778,862.477,858.946,861.444,858.772,861.146,270.047,297.557,269.638,290.149,331.65,332.623,331.797,332.745,60170,120,60290,0.199,위험,0,0
141145,97.7727,102.179,98.009,101.422,68.4237,70.134,0.433068,0.473033,846.468,874.817,857.595,862.633,858.623,861.209,858.492,861.323,270.138,297.356,268.947,290.185,331.554,332.485,331.752,332.682,30057,52,30109,0.173,위험,0,1
141554,98.5605,101.367,98.8526,100.954,67.8251,69.5423,0.433973,0.477732,847.832,872.961,856.76,861.698,858.772,861.177,858.732,861.187,269.948,297.267,269.85,289.882,331.606,332.453,332.295,333.127,75829,66,75895,0.087,위험,0,1
141893,98.6797,101.825,98.6142,101.327,68.2046,70.6344,0.429568,0.476596,845.845,874.356,857.801,861.681,859.16,861.06,858.94,861.389,268.928,297.842,268.569,290.515,331.685,332.42,332.051,333.033,90448,10,90458,0.011,안정,1,1
142324,97.8272,102.097,98.5263,101.297,67.8084,70.0815,0.44004,0.460427,848.342,875.5709999999999,857.627,862.507,858.72,861.232,858.553,861.43,268.924,297.194,268.291,290.026,331.777,332.261,332.237,332.75,18127,1,18128,0.006,안정,1,1
143068,98.228,101.842,98.2693,101.285,68.0073,70.195,0.434523,0.467711,844.044,875.183,857.035,862.157,858.898,861.222,858.854,861.291,270.023,297.392,269.223,289.826,331.547,332.223,332.18,332.875,59854,5,59859,0.008,안정,1,1
143256,98.7368,101.863,98.3576,101.313,68.157,70.0906,0.434824,0.463468,841.41,875.646,856.71,862.046,859.209,861.745,858.957,861.332,269.282,297.204,268.14,289.814,331.613,332.203,332.244,332.841,47258,5,47263,0.011,안정,1,1
143370,98.2722,101.672,98.487,101.34,68.3194,71.1198,0.423139,0.489762,841.976,874.862,856.703,861.883,859.089,861.474,858.97,861.148,270.515,297.51,270.442,290.44,331.667,332.27,332.158,332.696,30189,6,30195,0.02,안정,1,0
143758,98.227,101.874,98.1716,101.297,67.6971,69.947,0.400208,0.487341,849.075,875.2,858.149,862.263,858.649,860.913,858.721,861.193,270.145,297.402,269.219,290.25,331.486,332.568,331.279,332.546,60349,17,60366,0.028,안정,1,1
143893,98.4274,101.187,99.1054,100.869,65.7742,69.0698,0.442107,0.459548,848.953,875.482,857.592,862.666,858.445,861.178,858.583,861.134,270.006,296.467,270.413,289.356,331.858,332.307,331.785,332.279,15250,2,15252,0.013,안정,1,1
143950,98.2427,101.675,98.6817,101.257,67.5709,69.2412,0.439574,0.464805,849.495,873.293,858.497,862.559,858.783,860.971,858.802,860.66,270.022,296.848,269.098,289.747,331.427,332.253,331.286,332.015,14799,3,14802,0.02,안정,1,1
144060,98.1991,101.672,98.358,101.325,65.9561,69.6156,0.436965,0.466278,846.261,877.228,857.622,862.135,858.625,861.184,858.515,861.42,269.996,297.175,269.16,290.082,331.718,332.508,331.531,332.309,45361,9,45370,0.02,안정,1,1
144308,99.1079,101.385,98.7362,101.055,67.3705,69.7235,0.428668,0.470714,843.202,872.279,857.414,861.64,859.112,861.262,859.11,861.036,270.139,297.182,269.817,290.177,331.62,332.341,331.656,332.35,15050,1,15051,0.007,안정,1,1
144358,98.2142,101.902,98.0578,101.361,67.131,69.3312,0.434199,0.469584,847.075,875.593,857.556,862.169,858.575,861.118,858.864,861.191,269.871,297.24,268.71,290.0115,331.638,332.42,331.64,332.391,45553,10,45563,0.022,안정,1,1
144607,98.8408,101.63,98.8409,101.178,66.9102,69.5159,0.312788,0.460475,851.9065,875.707,858.492,861.903,858.976,860.836,858.781,860.972,269.895,296.874,269.065,289.93,331.488,332.563,331.251,332.314,29962,5,29967,0.017,안정,1,1
144771,97.8878,102.031,98.6889,101.318,65.0856,68.5176,0.43918,0.459956,851.393,874.701,857.771,862.329,858.85,861.045,858.932,861.329,270.315,296.985,269.449,289.517,331.744,332.36,331.582,332.152,14995,2,14997,0.013,안정,1,1
145251,98.0904,101.604,98.2993,101.233,68.9366,70.8239,0.436016,0.476928,846.665,873.202,858.258,861.733,859.119,860.882,858.786,861.281,270.34,297.529,270.02,290.644,331.872,332.533,331.906,332.462,17655,5,17660,0.028,안정,1,1
146705,99.0704,101.584,98.7721,101.244,67.9138,71.1085,0.435349,0.463379,854.039,870.338,859.004,861.75,859.208,860.58,858.721,860.877,270.425,297.697,270.313,290.538,331.576,332.571,331.356,332.482,29925,23,29948,0.077,위험,0,1
146721,98.8187,101.569,99.4104,101.396,66.7276,71.2193,0.432938,0.471205,851.408,870.39,858.592,861.834,859.035,860.625,858.285,861.063,270.205,298.165,269.674,291.036,331.872,332.509,331.706,332.475,30074,20,30094,0.066,위험,0,1
146731,98.7678,101.385,98.7504,101.413,68.765,71.0337,0.432909,0.466305,854.3,871.234,858.909,861.875,859.003,860.63,858.364,860.833,270.424,297.477,270.18,290.177,331.587,332.454,331.33,332.331,15422,1,15423,0.006,안정,1,1
146767,98.2834,101.805,98.6392,101.657,66.1326,71.23,0.434125,0.468132,851.544,870.033,858.183,862.197,859.087,860.926,858.807,861.521,270.236,298.009,269.459,290.802,331.439,332.646,331.111,332.554,29310,4,29314,0.014,안정,1,1
147004,98.8948,101.985,99.3218,101.56,65.7475,71.148,0.429652,0.47201,853.251,870.509,858.339,861.778,858.974,860.903,858.726,861.261,270.342,298.042,270.623,290.621,331.841,332.626,331.779,332.586,30127,12,30139,0.04,위험,0,1
147008,98.5273,101.386,98.7148,101.454,65.7903,70.8418,0.432105,0.468704,851.803,868.061,858.422,861.676,858.769,861.054,858.702,860.974,269.953,297.385,269.045,290.177,331.269,332.486,331.006,332.394,45549,8,45557,0.018,안정,1,1
147292,98.7215,101.473,99.2902,101.395,68.3893,71.2197,0.429014,0.471479,852.46,868.671,858.892,861.591,859.183,860.565,858.773,861.173,270.168,297.507,269.293,290.014,331.784,332.536,331.751,332.463,43765,12,43777,0.027,안정,1,1
147546,99.2068,101.686,98.9839,101.474,68.8513,71.0015,0.438643,0.464817,855.453,871.661,859.298,861.937,858.966,860.616,858.952,860.595,270.076,297.557,269.541,289.922,331.552,332.559,331.272,332.432,59957,16,59973,0.027,안정,1,1
147982,99.0187,101.563,99.2704,101.474,66.7067,71.1505,0.434892,0.472634,851.901,869.412,858.53,862.369,858.834,860.777,858.99,861.062,269.956,297.035,269.751,289.371,331.854,332.483,331.655,332.335,40981,12,40993,0.029,안정,1,1
147996,98.4302,101.291,98.5907,101.1,67.7328,71.299,0.393282,0.468704,851.578,867.564,857.921,861.335,859.083,861.28,858.817,861.338,270.274,297.564,269.492,290.443,331.614,332.499,331.343,332.428,30239,9,30248,0.03,안정,1,1
148069,98.2467,102.148,98.8823,101.843,66.8889,71.3291,0.41849,0.471144,850.961,871.472,857.78,862.016,859.028,861.512,858.713,861.211,270.649,297.997,270.976,290.486,331.672,332.548,331.814,332.677,58778,0,58778,0.0,안정,1,1
